Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Personal,,Bike,Express,android,My order is not ready.,Customer,2,10:56:45,2,10:57:02,2,11:04:13,12,-1.3160234,36.8478720,OnDemAND
Business,33280,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,17:23:23,,,2,17:29:13,6,-1.2704560,36.8079980,OnDemAND
Business,22996,Bike,Standard,android,I placed the wrong locations.,Customer,2,15:23:15,,,2,15:23:26,11,-1.2950066,36.7688423,OnDemAND
Business,59536,Bike,Express,API,No Partner,Staff,2,10:06:52,2,10:07:32,2,10:35:05,5,-1.2638552,36.7870306,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,14:00:50,,,2,14:01:19,13,-1.2100499,36.7883362,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,10:16:32,2,10:16:48,2,10:17:52,13,-1.3588430,36.7290803,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,19:02:23,2,19:04:20,2,19:13:13,5,-1.3315865,36.8930303,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,2,8:51:34,2,9:13:22,2,9:46:45,9,-1.2877702,36.8021381,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,14:48:05,2,14:49:14,2,15:01:34,14,-1.3260113,36.8371563,OnDemAND
Business,29236,Bike,Express,desktop,Customer error,Staff,2,15:06:11,2,15:52:04,2,16:22:00,14,-1.3194113,36.8351563,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,18:22:09,,,2,18:29:01,9,-1.3937222,36.7553913,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,14:44:25,,,2,14:46:34,17,-1.3063690,36.8061770,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,13:58:07,,,2,14:04:25,1,-1.2623605,36.7974777,OnDemAND
Business,17560,Bike,Express,desktop,I placed the wrong locations.,Customer,2,13:47:29,2,13:47:58,2,13:52:42,7,-1.2937421,36.7912282,OnDemAND
Business,23728,Bike,Express,desktop,No Partner,Staff,2,16:38:16,,,3,3:00:28,11,-1.2614895,36.7877034,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,2,10:28:03,2,10:28:13,2,10:28:31,21,-1.2506781,36.8757920,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,18:55:55,2,18:57:08,2,19:22:05,6,-1.2938233,36.8120860,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:53:20,,,2,16:47:03,8,-1.2964960,36.7798780,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,17:02:26,2,17:08:53,2,17:10:34,4,-1.3053097,36.7785221,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,12:38:46,2,12:58:43,2,13:25:59,2,-1.2675728,36.7985108,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,0:00:04,,,2,3:00:00,0,-1.3056066,36.7780423,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,18:29:57,2,18:30:32,2,19:03:44,6,-1.2859233,36.8116860,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,17:26:59,2,17:27:11,2,18:36:15,13,-1.2799243,36.8305248,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,10:08:20,2,10:10:00,2,10:35:31,14,-1.3259113,36.8368563,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,17:11:26,,,2,17:12:58,4,-1.3030097,36.7776221,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,17:40:54,,,2,17:43:58,3,-1.2616301,36.7977983,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,16:57:43,,,2,17:01:23,4,-1.3005706,36.7749174,OnDemAND
Personal,,Bike,Express,ios,The driver is too far away.,Customer,2,15:53:30,2,15:54:05,2,15:58:29,1,-1.2728560,36.8033980,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,16:03:01,2,16:13:47,2,17:05:26,2,-1.2819817,36.7844602,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,2,15:18:54,2,15:19:27,2,15:20:46,18,-1.3018210,36.8306950,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,2,13:49:15,2,14:16:21,2,17:19:18,24,-1.2049217,36.8865507,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,2,10:30:30,2,10:30:40,2,10:30:52,21,-1.2458781,36.8750920,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:24:15,,,2,15:26:35,10,-1.2570472,36.8042633,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,11:48:27,,,2,12:21:06,40,-1.2861798,37.1001763,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,9:09:24,,,2,9:26:27,6,-1.2568605,36.8078777,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,18:07:16,,,2,18:15:40,9,-1.3937040,36.7507530,OnDemAND
Personal,,Bike,Express,ios,Customer error,Staff,2,13:46:25,2,13:46:43,2,13:55:18,0,-1.2939751,36.7855907,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,10:06:55,2,10:07:17,2,10:09:40,3,-1.2967066,36.7742423,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,18:18:05,,,2,18:20:39,9,-1.3956222,36.7533913,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,13:23:21,2,13:55:21,2,16:35:39,29,-1.2934161,36.8937181,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,2,14:49:20,,,2,14:52:39,7,-1.2598895,36.7849034,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,13:20:21,2,13:21:17,2,13:35:38,3,-1.2922960,36.7935024,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,16:20:00,,,2,16:20:58,4,-1.3157113,36.8341563,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,2,14:58:46,2,14:59:34,2,15:31:45,14,-1.3165113,36.8329563,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,2,10:17:58,2,10:22:04,2,10:24:28,14,-1.2878940,36.8261710,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,2,8:25:14,2,8:48:51,2,9:27:16,20,-1.2660893,36.8091032,OnDemAND
Business,29068,Bike,Standard,API,No Partner,Staff,2,11:52:25,2,14:19:48,2,15:24:48,25,-1.2631230,36.7410670,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,2,14:26:05,2,14:27:57,2,14:36:47,7,-1.2643643,36.8063214,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,8:58:32,,,2,10:23:28,9,-1.3236190,36.8504760,OnDemAND
Business,18028,Bike,Standard,desktop,My order is not ready.,Customer,2,11:23:16,,,2,11:23:36,2,-1.3011066,36.7720423,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,16:09:29,2,16:10:57,2,16:33:24,4,-1.2867935,36.8195834,OnDemAND
Business,50836,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,9:11:23,2,9:18:31,2,10:49:39,17,-1.3393996,36.8658935,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,10:28:09,2,10:36:03,2,10:40:58,5,-1.2760728,36.7987108,OnDemAND
Business,26368,Bike,Express,desktop,No Partner,Staff,2,15:39:47,,,2,17:26:11,2,-1.2896973,36.8265054,OnDemAND
Business,27184,Bike,Express,desktop,I placed the wrong locations.,Customer,2,18:39:11,2,18:55:52,2,19:16:06,14,-1.2630331,36.7462881,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,17:15:44,2,17:16:41,2,17:51:22,18,-1.2354156,36.8906784,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,13:54:19,,,2,14:08:12,5,-1.2625931,36.8117779,OnDemAND
Business,53872,Bike,Express,desktop,I placed the wrong locations.,Customer,2,14:29:53,2,14:31:35,2,15:08:55,16,-1.2897303,36.8051947,OnDemAND
Personal,,Bike,Standard,desktop,My order is not ready.,Customer,2,8:54:38,,,2,9:02:52,28,-1.2461011,36.8789307,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,12:11:50,,,2,12:13:17,23,-1.2324240,36.6611240,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,2,10:45:43,2,10:51:17,2,12:42:26,4,-1.3203103,36.7895674,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,16:19:10,,,2,16:21:01,7,-1.3052741,36.7784612,OnDemAND
Business,19924,Bike,Express,desktop,My order is not ready.,Customer,2,18:35:44,2,18:36:33,2,18:49:19,19,-1.2628638,36.7982399,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,15:16:40,2,15:19:22,2,15:19:56,10,-1.2869883,36.8289611,OnDemAND
Personal,,Bike,Standard,desktop,My order is not ready.,Customer,2,11:40:03,,,2,11:40:41,2,-1.3054066,36.7777423,Scheduled
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,14:38:41,,,2,14:39:24,5,-1.2921581,36.7823921,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,13:18:47,2,13:39:20,2,14:00:48,2,-1.2577259,36.7855494,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,9:47:05,,,2,9:55:23,19,-1.2191260,36.8894938,OnDemAND
Business,49732,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,14:27:39,2,14:28:16,2,14:37:07,16,-1.3653701,36.9278851,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,14:41:07,,,2,14:41:17,16,-1.2596589,36.7466168,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,12:04:34,,,2,12:07:46,10,-1.3017532,36.8950952,OnDemAND
Business,20680,Bike,Standard,desktop,My order is not ready.,Customer,2,10:56:43,,,2,11:05:54,5,-1.2649895,36.7835034,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,11:00:21,,,2,11:01:24,3,-1.2989210,36.8306950,OnDemAND
Business,50836,Bike,Standard,desktop,No Partner,Staff,2,11:15:53,,,2,11:40:50,17,-1.3397996,36.8708935,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,2,15:18:23,2,15:28:38,2,17:07:04,7,-1.2645472,36.7993633,OnDemAND
Business,44464,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:06:57,2,11:10:22,2,11:11:36,92,-1.3283347,36.8571362,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,2,11:44:10,2,13:10:28,2,13:55:09,32,-1.3184150,36.7013750,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,11:33:58,2,11:52:52,2,16:02:38,5,-1.3027667,36.7828495,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,2,10:29:33,,,2,10:30:33,14,-1.2839940,36.8219710,OnDemAND
Business,53092,Bike,Standard,API,No Partner,Staff,2,10:43:25,2,11:05:33,2,15:07:09,5,-1.2883700,36.7905000,Scheduled
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,2,10:38:51,,,2,12:18:40,10,-1.3014430,36.8280090,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,2,15:24:48,2,15:26:18,2,16:01:12,14,-1.3200900,36.8581727,OnDemAND
Business,26944,Bike,Express,android,The driver is too far away.,Customer,2,13:52:33,2,13:56:25,2,14:03:50,8,-1.2563651,36.8173430,OnDemAND
Business,53092,Bike,Express,API,Customer error,Staff,2,10:51:06,2,12:00:45,2,12:20:24,34,-1.2025658,36.9226897,OnDemAND
Business,53092,Bike,Standard,API,Customer error,Staff,2,14:18:53,2,15:42:36,2,15:46:14,30,-1.2113974,36.9094941,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,16:18:42,,,2,16:19:31,4,-1.3150113,36.8371563,OnDemAND
Business,23728,Bike,Standard,desktop,No Partner,Staff,2,10:20:52,2,10:36:02,2,10:54:10,8,-1.2639895,36.7845034,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,18:31:48,,,2,18:39:30,4,-1.2755492,36.7675809,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,10:59:47,,,2,11:11:47,10,-1.3409460,36.7555970,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,14:09:44,2,14:15:49,2,14:43:49,8,-1.2814950,36.8274640,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,2,14:40:26,2,14:41:13,4,14:32:59,5,-1.2865581,36.7837921,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,17:33:44,,,2,17:34:03,2,-1.2612398,36.8108374,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,13:50:14,2,14:04:55,2,14:29:39,11,-1.2680055,36.8518176,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,2,13:34:45,2,13:38:42,2,13:45:22,9,-1.2624472,36.7967633,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,10:46:52,2,12:05:22,2,12:11:49,29,-1.3380943,36.7203409,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,11:13:38,,,2,11:18:58,6,-1.2982117,36.8119763,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,12:24:44,,,2,12:26:15,5,-1.2665915,36.8065029,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,13:45:31,,,2,13:46:03,8,-1.2607809,36.7627124,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,12:34:02,,,2,12:34:55,16,-1.2550473,36.7770050,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,10:25:54,2,10:26:03,2,10:47:03,10,-1.2621895,36.7852034,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,16:56:48,,,2,16:58:34,13,-1.2327510,36.7784179,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,9:32:38,2,9:33:57,2,9:34:12,5,-1.2634895,36.7873034,OnDemAND
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,2,14:47:44,,,2,14:48:58,3,-1.3037706,36.7714174,OnDemAND
Business,20680,Bike,Express,android,No driver has been allocated to my request.,Customer,2,14:19:43,,,2,16:21:52,30,-1.4857924,36.9535624,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,9:44:10,,,2,9:47:15,2,-1.2969826,36.7587807,OnDemAND
Business,39592,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,9:04:30,2,9:31:32,2,9:40:16,28,-1.3290522,36.7200584,OnDemAND
Business,20680,Bike,Express,android,No Partner,Staff,2,13:55:48,2,14:00:07,2,14:34:57,19,-1.2949183,36.9063338,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,15:39:49,,,3,3:00:28,24,-1.4023768,36.7121825,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,10:03:09,2,10:20:36,2,11:36:24,12,-1.3257103,36.7911674,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,2,11:48:35,2,12:06:39,2,12:27:07,15,-1.1916027,36.8970431,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,15:31:34,,,2,15:36:08,18,-1.2906616,36.7914531,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,15:14:11,2,15:54:55,2,16:09:51,10,-1.2901642,36.8720819,OnDemAND
Personal,,Bike,Express,desktop,My order is not ready.,Customer,2,17:51:07,,,2,17:51:26,6,-1.3001097,36.7759221,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:02:44,,,2,15:03:51,14,-1.3256285,36.8869624,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,13:00:33,2,13:11:18,2,13:38:19,14,-1.3260113,36.8357563,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,12:29:20,,,2,12:29:34,6,-1.2585914,36.8293655,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,11:40:26,,,2,11:40:30,11,-1.3230048,36.8298367,OnDemAND
Business,22996,Bike,Express,desktop,My order is not ready.,Customer,2,12:35:48,2,12:36:16,2,13:12:17,2,-1.2978097,36.7731221,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,10:25:44,2,10:27:25,2,12:31:51,45,-1.2040306,36.7927305,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,9:10:42,,,2,9:19:20,40,-1.0728579,37.0502284,OnDemAND
Business,53092,Bike,Express,API,No Partner,Staff,2,10:46:21,2,12:14:09,2,12:25:52,19,-1.2017658,36.9198897,OnDemAND
Business,19924,Bike,Express,desktop,My order is not ready.,Customer,2,11:20:23,,,2,11:20:34,7,-1.2948783,36.7945125,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,16:52:09,,,2,16:53:26,0,-1.3012826,36.7667807,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,15:33:06,,,2,15:36:44,7,-1.2553197,36.7879096,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,13:53:41,,,2,13:53:55,5,-1.2620931,36.8119779,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,15:55:42,2,15:59:44,2,16:04:10,2,-1.2835745,36.8231491,OnDemAND
Business,22996,Bike,Standard,desktop,No Partner,Staff,2,9:41:38,,,2,10:21:05,8,-1.2983066,36.7701423,OnDemAND
Business,53092,Bike,Express,API,No Partner,Staff,2,10:52:38,2,11:15:30,2,12:25:41,35,-1.2096974,36.9022941,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,8:14:05,2,8:19:08,2,10:23:24,5,-1.2949197,36.7933445,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,11:24:26,,,2,11:27:14,6,-1.3016117,36.8146763,OnDemAND
Business,50404,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,16:01:58,2,17:06:34,2,18:09:54,27,-1.3249332,36.7090520,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,12:14:54,2,12:38:06,2,13:04:23,8,-1.2558163,36.8256717,OnDemAND
Business,29236,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,7:33:09,,,2,8:13:52,10,-1.3075062,36.8265410,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,2,7:19:07,,,2,7:24:44,9,-1.3011062,36.8212410,OnDemAND
Business,29068,Bike,Express,API,No Partner,Staff,2,10:01:40,2,13:58:31,2,13:59:28,25,-1.2823600,36.8326240,Scheduled
Business,20680,Bike,Express,ios,The driver is too far away.,Customer,2,14:14:08,2,14:21:09,2,15:20:23,15,-1.2772290,36.8194970,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,2,12:24:01,2,13:08:39,2,13:11:48,8,-1.3018210,36.8346950,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,8:11:02,2,8:19:08,2,8:19:12,8,-1.3079078,36.8477083,OnDemAND
Business,29236,Bike,Standard,desktop,I placed the wrong locations.,Customer,2,8:15:35,,,2,8:15:50,10,-1.3005062,36.8239410,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,11:19:40,,,2,11:20:21,6,-1.3005117,36.8109763,OnDemAND
Business,10420,Bike,Express,desktop,No Partner,Staff,2,14:41:09,2,16:40:26,2,17:17:30,12,-1.3032350,36.7866054,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,14:47:56,,,2,14:48:01,0,-1.3037066,36.7750423,OnDemAND
Personal,,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:30:30,,,2,15:41:11,17,-1.2380259,36.6750566,OnDemAND
Business,31204,Bike,Standard,API,No Partner,Staff,2,13:11:00,2,13:55:22,2,16:18:22,5,-1.2749249,36.7970528,OnDemAND
Business,31348,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,16:24:49,2,16:25:16,2,16:25:23,6,-1.3001062,36.8253410,OnDemAND
Business,24436,Bike,Express,desktop,I placed the wrong locations.,Customer,2,15:30:26,2,15:31:11,2,15:31:14,17,-1.3268189,36.8447551,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,10:05:36,2,10:20:35,2,10:41:02,29,-1.3351943,36.7287409,OnDemAND
Business,19924,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,9:12:30,,,2,11:19:48,7,-1.2866783,36.7937125,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,17:17:00,2,17:20:30,2,19:29:44,8,-1.2927642,36.8775819,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,9:32:18,,,2,9:33:19,8,-1.3248450,36.6656830,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,18:38:48,,,2,18:43:09,29,-1.2091284,36.8898140,OnDemAND
Business,53092,Bike,Express,API,No Partner,Staff,2,14:20:03,2,16:16:09,2,16:35:09,31,-1.1852953,36.9053518,OnDemAND
Business,26368,Bike,Express,desktop,No Partner,Staff,2,13:18:56,,,3,3:00:28,3,-1.2957684,36.8163093,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,15:10:36,,,2,15:11:03,9,-1.2644981,36.8075606,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,10:52:59,2,12:04:03,2,12:56:11,7,-1.3041420,36.8045567,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:36:27,2,11:46:35,2,12:51:32,7,-1.2843800,36.8257312,OnDemAND
Business,45724,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,17:12:33,3,10:43:50,3,10:57:46,25,-1.2560989,36.9203021,Scheduled
Business,14608,Bike,Standard,desktop,No Partner,Staff,2,14:47:04,2,15:16:01,2,16:34:08,24,-1.3323048,36.8717188,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,13:21:38,2,13:23:42,2,13:26:29,4,-1.2900749,36.7998000,OnDemAND
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,2,22:51:24,2,22:52:52,2,22:53:24,8,-1.3059706,36.7744174,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,20:18:23,,,2,20:18:29,22,-1.2615892,36.8171517,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,2,21:24:44,,,2,21:24:53,14,-1.3315107,36.7198891,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,23:08:19,,,3,3:00:27,22,-1.2622892,36.8171517,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,23:09:40,3,8:15:33,3,8:15:56,22,-1.2566892,36.8241517,Scheduled
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,2,22:53:49,2,22:56:10,2,22:57:00,8,-1.3037706,36.7684174,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,2,15:22:18,,,2,15:23:42,9,-1.2746947,36.8089426,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,12:46:45,,,2,13:29:44,12,-1.2954893,36.6884279,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:49:32,,,3,8:16:27,3,-1.2577895,36.7833034,Scheduled
Personal,,Bike,Standard,android,Customer error,Staff,2,14:20:49,2,14:34:10,2,15:33:25,19,-1.3309042,36.8233159,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,2,16:33:55,,,2,16:34:09,7,-1.2366077,36.8544145,OnDemAND
Personal,,Bike,Standard,desktop,I placed the wrong locations.,Customer,2,12:41:12,,,2,12:41:24,15,-1.3384863,36.7637931,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,8:23:47,2,8:33:52,2,11:28:31,6,-1.2627605,36.8005777,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,15:56:27,2,15:56:44,2,16:27:48,15,-1.2845245,36.7713439,OnDemAND
Business,14992,Bike,Express,desktop,My order is not ready.,Customer,2,17:50:43,2,17:51:22,2,18:11:46,13,-1.2365323,36.8802058,OnDemAND
Business,20680,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,13:23:39,2,14:04:21,2,15:26:23,8,-1.2279220,36.8093500,OnDemAND
Business,20680,Bike,Express,android,Customer error,Staff,2,15:37:29,2,15:38:19,2,15:41:07,6,-1.2856012,36.8171691,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:15:58,2,11:24:07,2,11:33:24,7,-1.2889012,36.8323962,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,2,15:22:00,2,15:23:51,2,15:50:13,6,-1.2993330,36.7792695,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,16:41:31,,,2,16:53:17,23,-1.1832591,36.9941525,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,2,15:46:36,2,15:50:19,2,15:54:35,0,-1.3245904,36.8758943,OnDemAND
Business,23728,Bike,Express,desktop,I placed the wrong locations.,Customer,2,9:32:38,,,2,9:35:06,8,-1.2604895,36.7899034,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,12:18:19,2,12:20:25,2,13:28:22,27,-1.3251455,36.7174009,OnDemAND
Business,23656,Bike,Standard,desktop,My order is not ready.,Customer,2,16:10:22,,,2,16:17:14,8,-1.2844618,36.7612434,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,15:58:36,,,2,15:59:48,5,-1.2971246,36.8100522,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,14:48:19,2,14:49:05,2,14:52:45,7,-1.3212950,36.8371762,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,10:02:02,,,2,10:05:38,21,-1.3304807,36.7068673,OnDemAND
Business,19924,Bike,Express,desktop,No Partner,Staff,2,15:37:27,2,15:38:21,2,16:28:24,8,-1.2530605,36.8080389,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,12:20:31,2,12:21:01,2,12:36:01,19,-1.2907940,36.8318710,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,2,10:03:23,2,10:03:56,2,11:11:26,19,-1.3122824,36.8689873,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,2,16:48:54,,,2,16:49:11,24,-1.3206958,36.8863553,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,14:17:49,2,14:18:40,2,14:24:23,18,-1.2227403,36.8848972,OnDemAND
Business,29236,Bike,Express,desktop,Customer error,Staff,2,13:03:33,2,13:05:04,2,14:42:50,7,-1.3207113,36.8345563,OnDemAND
