personal_or_business,business_number,vehicle_type,standard_or_express,platform,cancel_reason,cancelled_by,placement_day,placement_time,confirmation_day,confirmation_time,cancellation_day,cancellation_time,distance_(km),pickup_lat,pickup_long,scheduled
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:18:05,1,16:32:00,1,18:22:17,4,-1.2777846000000002,36.8116022,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,19:53:34,1,,1,20:37:55,4,-1.3158591,36.699402899999995,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,14:02:41,1,,1,14:25:36,7,-1.2988959999999998,36.774378000000006,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,17:00:16,1,17:03:11,1,17:39:07,3,-1.3936636,36.743937700000004,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,1,14:04:12,1,,1,14:11:10,11,-1.2858433999999999,36.8813857,OnDemAND
Personal,-1.0,Bike,Standard,desktop,Delay,Staff,1,18:02:20,1,,1,20:28:57,7,-1.282089,36.829390000000004,OnDemAND
Personal,-1.0,Bike,Standard,ios,My order is not ready.,Customer,1,16:40:47,1,,1,17:10:00,3,-1.2637958999999999,36.80668370000001,Scheduled
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,17:10:47,1,17:11:19,1,18:07:18,23,-1.2467335,36.867013899999996,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,17:02:30,1,,1,17:10:02,8,-1.2525335,36.8760139,OnDemAND
Personal,-1.0,Bike,Standard,android,Delay,Staff,1,17:38:17,1,,1,20:28:27,16,-1.2796889999999999,36.83169,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:20:36,1,,1,19:15:18,21,-1.3936636,36.74553770000001,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,17:19:49,1,,1,17:29:57,10,-1.2582503,36.78947279999999,OnDemAND
Business,54748.0,Bike,Express,android,My order is not ready.,Customer,1,17:37:14,1,17:39:06,1,17:42:35,6,-1.3045463,36.8068634,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,2,16:24:01,2,08:43:11,2,14:00:34,17,-1.2668959,36.8161837,Scheduled
Business,23728.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,17:52:46,1,,1,17:56:44,7,-1.2637895000000001,36.7890034,OnDemAND
Personal,-1.0,Bike,Express,desktop,No Partner,Staff,1,13:43:13,1,,1,13:44:12,0,-1.2989097,36.773822100000004,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,14:12:45,1,,1,14:12:56,15,-1.2283722,36.8754717,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,20:12:03,1,,1,20:26:47,21,-1.3998636,36.7494377,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,1,14:35:48,1,14:36:42,1,15:29:43,21,-1.277995,36.817064,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,1,17:09:05,1,18:09:34,1,19:00:30,4,-1.3642272,36.940684499999996,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,5,16:58:40,5,19:15:52,5,09:12:42,10,-1.3642944,36.751825700000005,OnDemAND
Business,23092.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,14:28:22,1,16:30:53,1,16:48:56,6,-1.3053741,36.7856612,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,15:56:16,1,,1,15:59:31,0,-1.3221602,36.848069200000005,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,18:08:36,1,18:32:20,1,18:39:25,6,-1.2757568000000001,36.802895299999996,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,1,15:20:33,1,,1,15:20:40,24,-1.3265697,36.8228319,OnDemAND
Business,14608.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,15:48:39,1,,1,16:36:59,10,-1.3309048,36.869718799999994,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:35:07,1,13:35:22,1,13:36:06,25,-1.290994,36.826171,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,18:37:34,1,,1,18:38:13,3,-1.2739038999999999,36.7835886,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,2,17:12:14,2,,2,03:00:00,1,-1.3442638,36.6631733,OnDemAND
Business,20680.0,Bike,Express,desktop,Delay,Staff,3,17:41:44,3,17:44:05,3,18:02:10,17,-1.2541888,36.7895732,OnDemAND
Personal,-1.0,Bike,Standard,ios,My order is not ready.,Customer,1,16:41:30,1,16:55:57,1,17:10:00,8,-1.2652959,36.8165837,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,16:48:47,1,,1,17:06:10,1,-1.2646959,36.810483700000006,Scheduled
Business,44464.0,Bike,Standard,desktop,No Partner,Staff,1,16:18:48,1,16:46:05,1,17:19:40,10,-1.3343023999999999,36.8798657,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,10:45:55,1,10:46:25,1,11:22:51,4,-1.3186003000000002,36.8361435,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,09:09:20,1,09:10:50,1,09:10:51,18,-1.303021,36.832995000000004,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,08:15:48,1,08:16:58,1,08:18:59,13,-1.2863569,36.9040121,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,09:44:48,1,09:46:07,1,09:59:05,10,-1.3068062,36.825841,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,08:46:21,1,,1,08:47:57,8,-1.2945551000000002,36.740700700000005,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,10:30:33,1,10:30:52,1,10:31:14,9,-1.3058062,36.822041,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,07:28:37,1,07:42:11,1,08:28:53,16,-1.285811,36.8969023,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,09:38:57,1,,1,09:39:02,5,-1.3052062,36.821740999999996,OnDemAND
Business,23728.0,Bike,Standard,desktop,No Partner,Staff,1,08:50:59,1,09:59:49,1,12:20:17,6,-1.2597895000000001,36.7820034,OnDemAND
Business,22996.0,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,10:28:43,1,,1,10:31:03,16,-1.2948367,36.884944700000005,OnDemAND
Personal,-1.0,Bike,Standard,ios,Customer error,Staff,1,10:43:42,1,11:16:03,1,11:44:48,16,-1.213746,36.7951976,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,09:20:54,1,09:47:42,1,10:11:21,0,-1.2687947,36.81144260000001,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,01:07:06,1,,1,01:07:13,4,-1.2907659,36.822346200000005,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,1,10:58:37,1,11:01:24,1,11:06:20,5,-1.2605605,36.8058777,OnDemAND
Business,28396.0,Bike,Express,desktop,My order is not ready.,Customer,1,10:37:58,1,,1,17:40:15,88,-1.2435448,36.8008971,Scheduled
Business,14992.0,Bike,Express,desktop,My order is not ready.,Customer,1,10:09:00,1,10:53:12,1,11:26:35,13,-1.2608943000000001,36.8016533,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,11:20:30,1,11:21:07,1,11:22:35,5,-1.3051062,36.822641,OnDemAND
Business,22996.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,10:33:22,1,11:15:15,1,11:23:00,16,-1.2880367,36.8818447,OnDemAND
Business,22996.0,Bike,Express,desktop,Delay,Staff,4,09:53:54,4,09:54:45,4,14:31:19,6,-1.2949097,36.7773221,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,10:54:26,1,,1,10:54:45,20,-1.2218004999999998,36.9045586,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,10:31:49,1,10:34:03,1,10:45:26,9,-1.3018062,36.832240999999996,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,08:50:07,1,,1,08:50:13,14,-1.3198113,36.8294563,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,1,10:18:55,1,,1,10:20:24,6,-1.2699667,36.8046891,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,08:58:48,1,09:13:36,1,09:19:49,1,-1.2663089,36.811782799999996,OnDemAND
Business,23728.0,Bike,Express,desktop,No Partner,Staff,2,09:24:43,2,,2,03:00:00,14,-1.2615895000000001,36.7832034,OnDemAND
Business,10396.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:03:41,1,15:05:40,1,15:10:46,4,-1.3068229,36.78055,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,2,14:34:07,2,14:36:30,2,09:55:33,26,-1.2323403,36.8758756,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,13:48:34,1,13:59:11,1,14:31:03,16,-1.2782895,36.8245908,OnDemAND
Business,31576.0,Bike,Express,desktop,Delay,Staff,1,16:00:25,1,16:16:49,1,17:16:04,28,-1.3278885,36.895692,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,17:51:51,1,,1,17:53:58,22,-1.3189908000000001,36.770474,Scheduled
Business,48052.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:36:04,1,15:36:24,1,15:54:50,28,-1.3219003,36.8289435,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,1,14:27:01,1,,1,14:28:58,16,-1.215746,36.788897600000006,OnDemAND
Business,48052.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:30:50,1,15:30:57,1,15:31:45,28,-1.3225003,36.8288435,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,11:26:39,1,,1,15:31:50,32,-1.3981709,36.759564399999995,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,13:03:08,1,,1,13:15:39,16,-1.302242,36.7314377,OnDemAND
Business,20680.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,15:42:39,1,,1,15:57:51,9,-1.2654604999999999,36.8021777,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,2,12:06:47,2,12:11:05,2,18:31:42,5,-1.2834736,36.851164600000004,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,13:55:58,1,13:59:20,1,14:07:22,4,-1.2892303,36.802094700000005,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:43:50,1,13:52:09,1,15:40:10,2,-1.2926659,36.82774620000001,OnDemAND
Business,20680.0,Bike,Express,android,I placed the wrong locations.,Customer,1,16:16:09,1,16:16:18,1,16:54:26,51,-1.2598895,36.7911034,OnDemAND
Business,20680.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,16:07:17,1,,1,16:07:27,10,-1.2666605,36.7963777,OnDemAND
Business,20680.0,Bike,Standard,android,The driver is too far away.,Customer,1,15:49:31,1,16:02:54,1,16:05:38,9,-1.2599973999999998,36.8078788,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,1,14:21:16,1,,1,14:28:58,16,-1.2150459999999998,36.7906976,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,12:13:53,1,12:14:16,1,12:18:12,21,-1.290694,36.826971,OnDemAND
Business,17968.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,11:21:22,1,,1,11:21:36,6,-1.2817215,36.7943959,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,11:50:37,1,,1,13:09:57,16,-1.2089459999999999,36.793797600000005,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,12:19:53,1,12:29:07,1,12:50:37,5,-1.2689786,36.8074593,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,12:15:04,1,,1,12:34:06,30,-1.179452,36.641247,OnDemAND
Personal,-1.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,14:49:31,1,14:50:40,1,14:59:09,34,-1.269699,36.8221418,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,13:13:17,1,14:21:34,1,14:28:58,16,-1.212546,36.7900976,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,13:43:09,1,,1,14:22:52,3,-1.2685141000000002,36.8040777,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,16:11:35,1,16:12:08,1,16:22:06,58,-1.307821,36.826995000000004,OnDemAND
Business,20680.0,Bike,Express,ios,My order is not ready.,Customer,1,13:26:08,1,13:27:02,1,13:33:48,26,-1.2133459999999998,36.7914976,OnDemAND
Business,48052.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:28:46,1,15:29:05,1,15:29:46,28,-1.3172003,36.8359435,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,13:52:28,1,13:53:41,1,14:02:42,16,-1.2772895,36.8201908,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:19:21,1,15:20:16,1,15:48:50,7,-1.28688,36.8195312,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:40:05,1,,1,17:40:22,17,-1.4843924,36.9598624,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,2,23:42:23,2,07:11:59,2,07:26:09,18,-1.2839673,36.7892333,Scheduled
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,17:32:53,1,,1,21:07:58,18,-1.2207228,36.8716935,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,14:43:40,1,17:03:11,1,18:25:58,0,-1.1898276,36.8909304,OnDemAND
Business,40300.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,16:14:39,1,16:17:38,1,16:39:50,12,-1.2559926000000001,36.8026685,OnDemAND
Business,22996.0,Bike,Standard,desktop,My order is not ready.,Customer,1,17:12:02,1,,1,17:14:25,2,-1.2995066000000002,36.767342299999996,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,17:08:58,1,,1,17:32:04,5,-1.3040209999999999,36.835095,OnDemAND
Business,26368.0,Bike,Express,desktop,No Partner,Staff,1,10:21:10,1,,1,14:36:11,33,-1.279225,36.820415999999994,OnDemAND
Personal,-1.0,Bike,Standard,android,Delay,Staff,1,17:08:42,1,,1,20:15:20,8,-1.2877889999999999,36.833690000000004,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,13:27:43,1,,1,13:29:50,18,-1.3658383,36.9171174,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:52:50,1,15:54:21,1,15:58:40,5,-1.2558895,36.7877034,OnDemAND
Business,31348.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:02:35,1,,1,13:02:44,5,-1.3012062,36.820741,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,14:29:06,1,14:31:11,1,15:29:56,9,-1.2838667,36.815375599999996,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,15:24:02,1,15:52:55,1,16:50:15,12,-1.3283488,36.8796409,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,21:11:31,1,,1,21:23:56,13,-1.324111,36.8403339,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,13:07:24,1,,1,15:35:35,7,-1.2636078000000002,36.788708899999996,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,13:56:18,1,15:23:22,1,15:25:40,18,-1.2810973,36.8232984,OnDemAND
Business,17968.0,Bike,Express,desktop,No Partner,Staff,2,15:46:10,2,15:51:00,2,14:59:13,32,-1.2797063,36.820493299999995,OnDemAND
Business,40300.0,Bike,Express,desktop,My order is not ready.,Customer,1,13:18:10,1,,1,14:12:35,13,-1.289415,36.900107,OnDemAND
Business,31348.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,09:54:16,1,,1,12:15:30,4,-1.2849708,36.8289093,OnDemAND
Business,40300.0,Bike,Express,desktop,Customer error,Staff,1,10:54:46,1,10:55:22,1,11:54:34,28,-1.3187159,36.7076559,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,09:23:12,1,,1,09:30:41,11,-1.2909195,36.7951316,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,10:36:54,1,10:38:45,1,10:48:02,7,-1.3051985000000002,36.90271729999999,OnDemAND
Personal,-1.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:16:27,1,15:17:30,1,15:19:34,15,-1.2830233,36.810986,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:14:06,1,15:21:18,1,16:36:03,5,-1.2826765,36.8207086,OnDemAND
Business,29068.0,Bike,Standard,API,No Partner,Staff,2,15:06:08,2,15:49:27,2,12:03:36,13,-1.282589,36.824290000000005,OnDemAND
Business,17968.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,14:21:56,1,,1,15:35:45,4,-1.3170614999999999,36.7127323,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:46:21,1,,1,17:19:29,10,-1.228911,36.876376,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,23:33:12,1,,1,23:33:28,35,-1.2549594,36.9461568,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,1,08:55:22,1,,1,10:47:48,22,-1.3908629,36.940884000000004,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,18:12:44,1,,1,18:25:14,8,-1.2322091999999998,36.8891617,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,1,15:28:09,1,,1,15:28:19,20,-1.2927913,36.8097253,OnDemAND
Business,20680.0,Bike,Standard,android,No Partner,Staff,2,14:59:31,2,15:49:27,2,12:03:28,9,-1.288689,36.834590000000006,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,15:07:37,1,,1,15:16:35,28,-1.3034793,36.744139600000004,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,10:57:22,1,10:58:39,1,11:06:05,13,-1.3355943000000001,36.7249409,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:25:00,1,14:46:50,1,16:23:25,15,-1.3234162,36.846520899999994,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,14:43:57,1,,1,14:44:08,14,-1.3142113000000002,36.839656299999994,OnDemAND
Personal,-1.0,Bike,Express,android,Customer error,Staff,1,11:52:51,1,12:18:53,1,12:32:06,18,-1.2679707,36.8018961,OnDemAND
Business,29068.0,Bike,Standard,API,No Partner,Staff,1,13:13:27,1,14:46:49,1,15:01:23,25,-1.260523,36.747067,OnDemAND
Business,14992.0,Bike,Express,desktop,No Partner,Staff,2,14:39:27,2,14:40:20,2,09:20:20,27,-1.2655903,36.80511370000001,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,1,17:29:21,1,,1,17:29:44,3,-1.3034411,36.7780316,OnDemAND
Business,27184.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,20:40:42,1,,1,20:44:39,13,-1.2641638000000002,36.8059399,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:11:03,1,12:47:49,1,16:31:55,9,-1.2333607,36.803577600000004,OnDemAND
Business,39448.0,Bike,Express,desktop,My order is not ready.,Customer,1,09:29:53,1,,1,09:30:50,18,-1.326761,36.700731,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,1,16:00:49,1,16:16:54,1,16:23:16,32,-1.319615,36.705275,OnDemAND
Business,22996.0,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,14:54:04,1,,1,14:54:32,9,-1.3238931,36.7129102,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,15:39:33,2,,2,03:00:28,6,-1.2938728000000002,36.8118554,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,13:37:43,1,13:47:06,1,13:55:50,18,-1.2880973,36.8161984,OnDemAND
Business,22996.0,Bike,Standard,desktop,My order is not ready.,Customer,1,17:13:59,1,,1,17:14:13,7,-1.3047066,36.772442299999994,OnDemAND
Business,28108.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,12:33:38,1,,1,12:33:52,6,-1.284812,36.822511999999996,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,15:30:07,1,15:50:21,1,16:38:02,4,-1.2719571,36.8565614,OnDemAND
Business,31348.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,11:28:24,1,,1,11:28:39,5,-1.3021061999999999,36.823440999999995,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,19:31:39,1,,1,19:32:34,13,-1.2323156000000002,36.7667306,OnDemAND
Business,61540.0,Bike,Express,android,My order is not ready.,Customer,1,11:15:42,1,,1,11:16:01,14,-1.2677673,36.9182897,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,18:12:15,1,18:30:48,1,18:49:43,17,-1.2139316999999998,36.8844092,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,17:21:39,1,,1,17:22:43,3,-1.2962411,36.7695316,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,15:24:52,2,,2,03:00:28,18,-1.326115,36.706275,OnDemAND
Business,20680.0,Bike,Standard,desktop,Delay,Staff,1,13:47:54,1,14:01:09,1,17:38:59,10,-1.2601895,36.7875034,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:17:56,1,16:48:47,1,16:54:33,5,-1.308921,36.832495,OnDemAND
Business,17572.0,Bike,Standard,desktop,No Partner,Staff,1,10:21:02,1,14:01:09,1,15:39:38,8,-1.2888423999999998,36.77979379999999,Scheduled
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,13:31:29,1,,1,13:32:20,15,-1.2519129,36.769960499999996,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,19:06:36,1,19:37:24,1,19:41:59,17,-1.2193317,36.8800092,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,21:58:18,1,,1,21:58:32,33,-1.2010463,36.7761682,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,1,11:23:12,1,,1,11:23:52,4,-1.2786129,36.777982200000004,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,1,15:56:21,1,15:56:40,1,16:29:15,18,-1.2905011999999998,36.83289620000001,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,11:27:36,1,12:47:50,1,14:59:02,11,-1.2820798,36.8531936,OnDemAND
Personal,-1.0,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,11:50:49,1,,1,11:53:37,23,-1.305321,36.834295000000004,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,13:35:03,1,,1,13:43:21,13,-1.2566129,36.776360499999996,OnDemAND
Business,24412.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,1,11:50:30,1,,1,12:06:28,9,-1.3431520000000001,36.763887,OnDemAND
Business,16876.0,Bike,Express,android,The driver is too far away.,Customer,1,08:29:07,1,08:29:58,1,08:32:31,7,-1.2781815,36.760228600000005,OnDemAND
Business,28396.0,Bike,Express,desktop,No Partner,Staff,1,10:32:09,1,10:33:45,1,10:41:56,20,-1.2442448,36.7944971,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,10:18:23,2,,2,03:00:28,18,-1.3994699,36.78178320000001,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,12:13:46,1,,1,12:15:14,2,-1.2676813999999998,36.794796500000004,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,2,14:33:28,2,14:34:52,2,12:40:01,5,-1.3076288999999999,36.83799129999999,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,07:15:25,1,,1,07:21:32,22,-1.3076451999999998,36.8032014,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,15:19:19,1,,1,15:20:47,28,-1.3096793,36.7484396,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,18:33:04,1,,1,18:33:25,8,-1.2629593000000001,36.845729,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,12:21:46,1,12:22:12,1,12:23:07,5,-1.2532895,36.781003399999996,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,1,17:30:31,1,17:31:13,1,17:31:18,24,-1.2951097,36.7713221,OnDemAND
Business,22996.0,Bike,Express,ios,My order is not ready.,Customer,1,16:14:45,1,,1,16:14:50,3,-1.2949097,36.776422100000005,OnDemAND
Business,22996.0,Bike,Express,android,My order is not ready.,Customer,1,18:10:33,1,,1,18:10:40,5,-1.2895832,36.7824683,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:32:21,1,,1,15:32:54,20,-1.2608472,36.7930633,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,13:47:27,1,,1,13:49:51,19,-1.3216489,36.790802500000005,OnDemAND
Business,31348.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:21:29,1,,1,17:08:07,4,-1.3142869,36.84182070000001,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,11:03:28,1,11:15:58,1,12:14:00,14,-1.2177018,36.8812436,OnDemAND
Business,26944.0,Bike,Express,android,The driver is too far away.,Customer,1,12:33:35,1,12:35:09,1,13:23:35,7,-1.2660651000000003,36.815843,OnDemAND
Business,17968.0,Bike,Express,desktop,My order is not ready.,Customer,1,07:51:32,1,07:52:09,1,09:05:02,13,-1.327175,36.8828641,OnDemAND
Business,40300.0,Bike,Express,desktop,No Partner,Staff,1,12:55:33,1,12:56:28,1,13:36:46,7,-1.235711,36.872676,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,12:51:15,1,13:09:03,1,13:31:06,20,-1.3472066,36.764263799999995,OnDemAND
Business,23656.0,Bike,Express,desktop,My order is not ready.,Customer,1,12:12:33,1,,1,12:12:44,2,-1.265517,36.8118651,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,18:54:56,1,,1,19:03:01,4,-1.2057839,36.8965274,OnDemAND
